id,name,rarity,keywords,set_name,set_type
220045,Pack Hunt [Foil],rare,[],Nemesis,expansion
220046,Gelatinous Cube,rare,[],Adventures in the Forgotten Realms,expansion
220047,Gelatinous Cube [Foil],rare,[],Adventures in the Forgotten Realms,expansion
220048,Imperial Recruiter,uncommon,[],Portal Three Kingdoms,starter
220049,Snow Fortress,rare,[],Ice Age,expansion
220050,Chandra's Pyrohelix,common,[],War of the Spark,expansion
220051,Chandra's Pyrohelix [Foil],common,[],War of the Spark,expansion
220052,Faerie Miscreant,common,[],Magic Origins,core
220053,Faerie Miscreant [Foil],common,[],Magic Origins,core
220054,"Isamaru, Hound of Konda [Foil]",rare,[],Mystery Booster Retail Edition Foils,masters
220055,Reclamation Sage,uncommon,[],Kaldheim Commander,commander
220056,Living Inferno,rare,[],Guildpact,expansion
220057,Living Inferno [Foil],rare,[],Guildpact,expansion
220058,Crafty Octopus,common,[],Unstable,funny
220059,Crafty Octopus [Foil],common,[],Unstable,funny
220060,"Gwafa Hazid, Profiteer",rare,[],Conflux,expansion
220061,"Gwafa Hazid, Profiteer [Foil]",rare,[],Conflux,expansion
220062,Lava Axe,common,[],Magic 2014,core
220063,Lava Axe [Foil],common,[],Magic 2014,core
220064,Fiery Fall,common,[],Planechase Anthology,planechase
220065,Talas Researcher,rare,[],Portal Second Age,starter
220066,Moonmist,common,[],The List,masters
220067,High Ground,uncommon,[],Exodus,expansion
220068,Well-Laid Plans,rare,[],Invasion,expansion
220069,Well-Laid Plans [Foil],rare,[],Invasion,expansion
220070,Pentarch Ward,common,[],Mystery Booster,masters
220071,Gideon Jura,mythic,[],Magic 2012,core
220072,Gideon Jura [Foil],mythic,[],Magic 2012,core
220074,Snow-Covered Forest [Full Art],common,[],Modern Horizons,draft_innovation
220075,Snow-Covered Forest [Full Art] [Foil],common,[],Modern Horizons,draft_innovation
220076,Elephant [Full Art],common,[],Worldwake Tokens,token
220077,"Orcus, Prince of Undeath [Promo] [Foil]",rare,[],Adventures in the Forgotten Realms Promos,promo
220078,Soul Feast,uncommon,[],Ninth Edition,core
220079,Soul Feast [Foil],uncommon,[],Ninth Edition,core
220080,Magewright's Stone [Foil],uncommon,[],Mystery Booster Retail Edition Foils,masters
220081,Once and Future,uncommon,[],Throne of Eldraine,expansion
220082,Once and Future [Foil],uncommon,[],Throne of Eldraine,expansion
220083,Nine-Tail White Fox,common,[],Mystery Booster,masters
220084,Elvish Lyrist,common,[],Urza's Saga,expansion
220085,Ghost Quarter,uncommon,[],Innistrad,expansion
220086,Ghost Quarter [Foil],uncommon,[],Innistrad,expansion
220087,Voice of Duty,uncommon,[],Urza's Destiny,expansion
220088,Voice of Duty [Foil],uncommon,[],Urza's Destiny,expansion
220089,Go for the Throat,uncommon,[],Mirrodin Besieged,expansion
220090,Go for the Throat [Foil],uncommon,[],Mirrodin Besieged,expansion
220091,Jinxed Ring,rare,[],Stronghold,expansion
220092,Clash of Wills [Promo] [Foil],rare,[],Friday Night Magic 2016,promo
220093,Rampaging Baloths,mythic,[],Commander Anthology,commander
220094,Wrath of God,rare,[],Revised Edition,core
220095,The Mirari Conjecture,rare,[],Dominaria,expansion
220096,The Mirari Conjecture [Foil],rare,[],Dominaria,expansion
220097,Red Elemental Blast,common,[],Unlimited Edition,core
220098,Dissipate [Promo] [Foil],rare,[],Friday Night Magic 2002,promo
220099,Loyal Drake,uncommon,[],Commander 2018,commander
220100,Gideon's Lawkeeper,common,[],Magic 2012,core
220101,Gideon's Lawkeeper [Foil],common,[],Magic 2012,core
220102,Edge of Autumn,common,[],Time Spiral Remastered,masters
220103,Edge of Autumn [Foil],common,[],Time Spiral Remastered,masters
220104,Deathmist Raptor,mythic,[],Commander 2019,commander
220105,Brambleweft Behemoth,common,[],Hour of Devastation,expansion
220106,Centaur Glade,uncommon,[],Onslaught,expansion
220107,Centaur Glade [Foil],uncommon,[],Onslaught,expansion
220108,Barbed Field,uncommon,[],Prophecy,expansion
220109,Barbed Field [Foil],uncommon,[],Prophecy,expansion
220110,Brightclimb Pathway // Grimclimb Pathway [Promo] [Foil],rare,[],Zendikar Rising Promos,promo
220111,Mirrorweave,rare,[],Commander Anthology Volume II,commander
220112,Kor Hookmaster,common,[],Modern Masters 2017,masters
220113,Kor Hookmaster [Foil],common,[],Modern Masters 2017,masters
220114,Elemental,common,[],Lorwyn Tokens,token
220115,Fugitive Wizard,common,[],Tenth Edition,core
220116,Fugitive Wizard [Foil],common,[],Tenth Edition,core
220117,Ambassador Oak,common,[],Masters 25,masters
220118,Ambassador Oak [Foil],common,[],Masters 25,masters
220119,Strike It Rich,uncommon,[],Modern Horizons 2,draft_innovation
220120,Strike It Rich [Foil],uncommon,[],Modern Horizons 2,draft_innovation
220121,Overgrown Tomb,rare,[],Return to Ravnica,expansion
220122,Overgrown Tomb [Foil],rare,[],Return to Ravnica,expansion
220123,Boros Signet,common,[],Commander 2015,commander
220124,Wormfang Behemoth,rare,[],Judgment,expansion
220125,Wormfang Behemoth [Foil],rare,[],Judgment,expansion
220126,Oblivion Ring,common,[],Lorwyn,expansion
220127,Oblivion Ring [Foil],common,[],Lorwyn,expansion
220128,Reset,uncommon,[],Legends,expansion
220129,Ranar the Ever-Watchful,mythic,[],Kaldheim Commander,commander
220130,Ranar the Ever-Watchful [Foil],mythic,[],Kaldheim Commander,commander
220131,Llanowar Augur,common,[],Future Sight,expansion
220132,Llanowar Augur [Foil],common,[],Future Sight,expansion
220133,Faith's Fetters,common,[],Ultimate Masters,masters
220134,Faith's Fetters [Foil],common,[],Ultimate Masters,masters
220135,Skull Rend,common,[],Return to Ravnica,expansion
220136,Skull Rend [Foil],common,[],Return to Ravnica,expansion
220137,Lynx,uncommon,[],Starter 1999,starter
220138,Hystrodon,rare,[],Onslaught,expansion
220139,Hystrodon [Foil],rare,[],Onslaught,expansion
220140,"Ajani, Adversary of Tyrants Emblem",common,[],Core Set 2019 Tokens,token
220141,Burning Wish,rare,[],Judgment,expansion
220142,Burning Wish [Foil],rare,[],Judgment,expansion
220143,Relentless Rats,uncommon,[],Fifth Dawn,expansion
220144,Relentless Rats [Foil],uncommon,[],Fifth Dawn,expansion
220145,Thought Courier,uncommon,[],Ninth Edition,core
220146,Thought Courier [Foil],uncommon,[],Ninth Edition,core
220147,Kytheon's Irregulars [Promo] [Foil],rare,[],Magic Origins Promos,promo
220148,Fault Riders,common,[],Prophecy,expansion
220149,Fault Riders [Foil],common,[],Prophecy,expansion
220150,Evacuation,rare,[],Duels of the Planeswalkers,box
220151,Surtland Elementalist,rare,[],Kaldheim,expansion
220152,Surtland Elementalist [Foil],rare,[],Kaldheim,expansion
220154,Imperial Recruiter,mythic,[],Masters 25,masters
220155,Imperial Recruiter [Foil],mythic,[],Masters 25,masters
220156,Faeburrow Elder,rare,[],Throne of Eldraine,expansion
220157,Faeburrow Elder [Foil],rare,[],Throne of Eldraine,expansion
220158,Mishra's War Machine,rare,[],Summer Magic / Edgar,core
220159,Reason // Believe,rare,[],Hour of Devastation,expansion
220160,Reason // Believe [Foil],rare,[],Hour of Devastation,expansion
220161,Isolation Zone,common,[],Oath of the Gatewatch,expansion
220162,Isolation Zone [Foil],common,[],Oath of the Gatewatch,expansion
220163,Void Beckoner,uncommon,[],Ikoria: Lair of Behemoths,expansion
220164,Void Beckoner [Foil],uncommon,[],Ikoria: Lair of Behemoths,expansion
220165,Chainer's Edict [Foil],mythic,[],From the Vault: Twenty,from_the_vault
220166,Haktos the Unscarred [Promo],rare,[],Theros Beyond Death Promos,promo
220167,Haktos the Unscarred [Promo] [Foil],rare,[],Theros Beyond Death Promos,promo
220168,Shimian Specter,rare,[],Magic 2013,core
220169,Shimian Specter [Foil],rare,[],Magic 2013,core
220170,Lightning Crafter,rare,[],The List,masters
220171,Illuminate History [Extended Art],rare,[],Strixhaven: School of Mages,expansion
220172,Illuminate History [Extended Art] [Foil],rare,[],Strixhaven: School of Mages,expansion
220173,Meloku the Clouded Mirror,rare,[],Champions of Kamigawa,expansion
220174,Meloku the Clouded Mirror [Foil],rare,[],Champions of Kamigawa,expansion
220175,Outland Colossus,rare,[],Magic Origins,core
220176,Outland Colossus [Foil],rare,[],Magic Origins,core
220177,Shimmering Grotto,common,[],Planechase 2012,planechase
220178,Arcbound Prototype,common,[],Modern Horizons 2,draft_innovation
220179,Arcbound Prototype [Foil],common,[],Modern Horizons 2,draft_innovation
220180,Viashino Firstblade,common,[],Dragon's Maze,expansion
220181,Viashino Firstblade [Foil],common,[],Dragon's Maze,expansion
220182,Give No Ground,uncommon,[],Eldritch Moon,expansion
220183,Give No Ground [Foil],uncommon,[],Eldritch Moon,expansion
220184,Larceny,rare,[],Eighth Edition,core
220185,Larceny [Foil],rare,[],Eighth Edition,core
220186,Presence of the Master,uncommon,[],Legends,expansion
220187,Evacuation,rare,[],Stronghold,expansion
220188,Festerhide Boar,common,[],Duel Decks: Jace vs. Vraska,duel_deck
220189,Durkwood Boars,common,[],Renaissance,masters
220190,Elvish Archers,rare,[],Limited Edition Alpha,core
220191,Psychic Barrier,common,[],New Phyrexia,expansion
220192,Psychic Barrier [Foil],common,[],New Phyrexia,expansion
220193,Tolarian Emissary,uncommon,[],Invasion,expansion
220194,Tolarian Emissary [Foil],uncommon,[],Invasion,expansion
220195,"Ruff, Underdog Champ",rare,[],Mystery Booster Playtest Cards 2019,funny
220196,Bishop of Wings [Promo] [Foil],rare,[],Core Set 2020 Promos,promo
220197,Dragonlord Kolaghan,mythic,[],Dragons of Tarkir,expansion
220198,Dragonlord Kolaghan [Foil],mythic,[],Dragons of Tarkir,expansion
220200,Squee,rare,[],Vanguard Series,vanguard
220201,Khalni Garden,common,[],Worldwake,expansion
220202,Khalni Garden [Foil],common,[],Worldwake,expansion
220203,Archfiend of Depravity [Promo] [Foil],rare,[],Fate Reforged Promos,promo
220204,Hordeling Outburst,uncommon,[],Duel Decks: Merfolk vs. Goblins,duel_deck
220205,Spirit Shackle,common,[],Renaissance,masters
220206,Decommission,common,[],Aether Revolt,expansion
220207,Decommission [Foil],common,[],Aether Revolt,expansion
220208,Ichor Wellspring,common,[],Commander 2021,commander
220211,Gallantry,uncommon,[],Tempest,expansion
220212,Dinosaur,common,[],Ixalan Tokens,token
220213,He Who Hungers,rare,[],Champions of Kamigawa,expansion
220214,He Who Hungers [Foil],rare,[],Champions of Kamigawa,expansion
220215,Nettling Imp,uncommon,[],Foreign Black Border,core
220216,Comet Storm,mythic,[],Modern Masters 2015,masters
220217,Comet Storm [Foil],mythic,[],Modern Masters 2015,masters
220218,Inspiring Call,uncommon,[],Commander Anthology Volume II,commander
220220,Primal Might,rare,[],Core Set 2021,core
220221,Primal Might [Foil],rare,[],Core Set 2021,core
220222,Giant Fan,rare,[],Unglued,funny
220223,Murder,common,[],Conspiracy: Take the Crown,draft_innovation
220224,Murder [Foil],common,[],Conspiracy: Take the Crown,draft_innovation
220225,"Davriel, Rogue Shadowmage",uncommon,[],War of the Spark,expansion
220226,"Davriel, Rogue Shadowmage [Foil]",uncommon,[],War of the Spark,expansion
220227,"Liliana, Untouched by Death [Promo] [Foil]",mythic,[],Core Set 2019 Promos,promo
220228,Foul Familiar,common,[],Deckmasters,box
220229,Merfolk Skyscout,uncommon,[],Rise of the Eldrazi,expansion
220230,Merfolk Skyscout [Foil],uncommon,[],Rise of the Eldrazi,expansion
220231,Foreboding Ruins,rare,[],Forgotten Realms Commander,commander
220232,Foreboding Ruins [Foil],rare,[],Forgotten Realms Commander,commander
220233,Simic Guildgate,common,[],Gatecrash,expansion
220234,Simic Guildgate [Foil],common,[],Gatecrash,expansion
220235,Flock of Rabid Sheep,uncommon,[],Unglued,funny
220236,Primeval Force,rare,[],Portal,starter
220237,Ruthless Knave,uncommon,[],Ixalan,expansion
220238,Ruthless Knave [Foil],uncommon,[],Ixalan,expansion
220239,Mountain,common,[],Mirage,expansion
220240,Rain of Filth,uncommon,[],Urza's Saga,expansion
220241,Liliana's Shade,common,[],Magic 2013,core
220242,Liliana's Shade [Foil],common,[],Magic 2013,core
220243,Fortified Area,uncommon,[],Renaissance,masters
220244,Behemoth Sledge,uncommon,[],Commander 2013,commander
220245,Battlegrace Angel,rare,[],Modern Masters 2015,masters
220246,Battlegrace Angel [Foil],rare,[],Modern Masters 2015,masters
220247,"Jeska, Warrior Adept",rare,[],Judgment,expansion
220248,"Jeska, Warrior Adept [Foil]",rare,[],Judgment,expansion
220249,Vivien Reid Emblem,common,[],Core Set 2019 Tokens,token
220250,Dread Defiler [Promo] [Foil],rare,[],Oath of the Gatewatch Promos,promo
220251,Vectis Dominator,common,[],Alara Reborn,expansion
220252,Vectis Dominator [Foil],common,[],Alara Reborn,expansion
220253,Form of the Dragon,rare,[],Ninth Edition,core
220254,Form of the Dragon [Foil],rare,[],Ninth Edition,core
220255,Tarmogoyf,mythic,[],Modern Masters 2015,masters
220256,Tarmogoyf [Foil],mythic,[],Modern Masters 2015,masters
220257,Bone Harvest,common,[],Mirage,expansion
220258,Mogg Fanatic,uncommon,[],Duel Decks Anthology: Elves vs. Goblins,duel_deck
220259,Grafted Wargear,uncommon,[],Commander Legends,draft_innovation
220260,Grafted Wargear [Foil],uncommon,[],Commander Legends,draft_innovation
220261,Force Spike,common,[],Seventh Edition,core
220262,Force Spike [Foil],common,[],Seventh Edition,core
220263,Gnoll Hunter,common,[],Adventures in the Forgotten Realms,expansion
220264,Gnoll Hunter [Foil],common,[],Adventures in the Forgotten Realms,expansion
220265,Unicycle,rare,[],Mystery Booster Playtest Cards 2021,funny
220266,Ascendant Evincar [Foil],rare,[],Tenth Edition,core
220268,Merfolk of the Pearl Trident,common,[],Introductory Two-Player Set,starter
220269,Pit Fight,common,[],RNA Guild Kit,box
220270,Disciple of Grace,common,[],Onslaught,expansion
220271,Disciple of Grace [Foil],common,[],Onslaught,expansion
220272,Wolf,common,[],Commander Anthology Tokens,token
220273,Plea for Guidance,rare,[],Born of the Gods,expansion
220274,Plea for Guidance [Foil],rare,[],Born of the Gods,expansion
220275,Human Frailty,uncommon,[],Avacyn Restored,expansion
220276,Human Frailty [Foil],uncommon,[],Avacyn Restored,expansion
220277,Moss Diamond,uncommon,[],Commander Anthology,commander
220278,Bull Hippo,uncommon,[],Urza's Saga,expansion
220279,Heartstabber Mosquito,common,[],Zendikar,expansion
220280,Heartstabber Mosquito [Foil],common,[],Zendikar,expansion
220281,Befuddle,common,[],Core Set 2019,core
220282,Goblin Hero,common,[],Fifth Edition,core
220283,Tireless Tribe,common,[],Odyssey,expansion
220284,Tireless Tribe [Foil],common,[],Odyssey,expansion
220285,Brass Man,uncommon,[],Fourth Edition Foreign Black Border,core
220286,Dust of Moments,uncommon,[],Future Sight,expansion
220287,Dust of Moments [Foil],uncommon,[],Future Sight,expansion
220288,Weird // Goblin,common,[],GRN Guild Kit Tokens,token
220289,Ondu Giant,common,[],Mystery Booster,masters
220290,Lingering Souls [Promo] [Foil],rare,[],Friday Night Magic 2012,promo
220291,Bull Cerodon,uncommon,[],Planechase,planechase
220292,"Nylea, Keen-Eyed [Promo]",mythic,[],Theros Beyond Death Promos,promo
220293,"Nylea, Keen-Eyed [Promo] [Foil]",mythic,[],Theros Beyond Death Promos,promo
220294,Necromancy,uncommon,[],The List,masters
220295,"Etali, Primal Storm",rare,[],Rivals of Ixalan,expansion
220296,"Etali, Primal Storm [Foil]",rare,[],Rivals of Ixalan,expansion
220297,Wistful Selkie,uncommon,[],Eventide,expansion
220298,Wistful Selkie [Foil],uncommon,[],Eventide,expansion
220299,Daring Buccaneer,uncommon,[],Rivals of Ixalan,expansion
220300,Daring Buccaneer [Foil],uncommon,[],Rivals of Ixalan,expansion
220303,Feedback,uncommon,[],Fifth Edition,core
220304,Dire Fleet Ravager [Promo] [Foil],mythic,[],Ixalan Promos,promo
220305,Hag Hedge-Mage,uncommon,[],Eventide,expansion
220306,Hag Hedge-Mage [Foil],uncommon,[],Eventide,expansion
220307,Forest,common,[],Duels of the Planeswalkers,box
220308,Blighted Shaman,uncommon,[],Classic Sixth Edition,core
220309,Chain of Acid,uncommon,[],Onslaught,expansion
220310,Chain of Acid [Foil],uncommon,[],Onslaught,expansion
220311,Blindblast,common,[],War of the Spark,expansion
220312,Blindblast [Foil],common,[],War of the Spark,expansion
220313,Plains,common,[],Commander 2011,commander
220314,Primal Growth,common,[],Planeshift,expansion
220315,Primal Growth [Foil],common,[],Planeshift,expansion
220316,Screeching Buzzard,common,[],Onslaught,expansion
220317,Screeching Buzzard [Foil],common,[],Onslaught,expansion
220318,Chained Brute,uncommon,[],Jumpstart,draft_innovation
220319,Hot Springs,rare,[],Ice Age,expansion
220320,Dwarven Armorer,rare,[],Fallen Empires,expansion
220321,Wrath of Marit Lage,rare,[],Ice Age,expansion
220322,Clone,rare,[],Onslaught,expansion
220323,Clone [Foil],rare,[],Onslaught,expansion
220324,Oasis,uncommon,[],Fourth Edition,core
220325,"Jegantha, the Wellspring",rare,[],Ikoria: Lair of Behemoths,expansion
220326,"Jegantha, the Wellspring [Foil]",rare,[],Ikoria: Lair of Behemoths,expansion
220327,Gearsmith Guardian,common,[],Core Set 2019,core
220328,Gearsmith Guardian [Foil],common,[],Core Set 2019,core
220329,Moorland Haunt,rare,[],Innistrad,expansion
220330,Moorland Haunt [Foil],rare,[],Innistrad,expansion
220331,Reckless Scholar,common,[],Conspiracy,draft_innovation
220332,Reckless Scholar [Foil],common,[],Conspiracy,draft_innovation
220333,Colossal Might,common,[],Archenemy,archenemy
220334,Knight of the Skyward Eye,common,[],Shards of Alara,expansion
220335,Knight of the Skyward Eye [Foil],common,[],Shards of Alara,expansion
220336,Overwhelming Stampede,rare,[],Magic 2011,core
220337,Overwhelming Stampede [Foil],rare,[],Magic 2011,core
220338,Surgespanner,rare,[],Lorwyn,expansion
220339,Surgespanner [Foil],rare,[],Lorwyn,expansion
220340,Triumphant Adventurer [Promo] [Foil],rare,[],Adventures in the Forgotten Realms Promos,promo
220341,Llanowar Elite,common,[],Salvat 2005,box
220342,Knighthood,uncommon,[],Urza's Legacy,expansion
220343,Knighthood [Foil],uncommon,[],Urza's Legacy,expansion
220344,Pyramid of the Pantheon [Promo] [Foil],rare,[],Amonkhet Promos,promo
220345,Island,common,[],Ravnica: City of Guilds,expansion
220346,Island [Foil],common,[],Ravnica: City of Guilds,expansion
220347,Rust Tick,uncommon,[],Scars of Mirrodin,expansion
220348,Rust Tick [Foil],uncommon,[],Scars of Mirrodin,expansion
220349,Rod of Ruin,uncommon,[],Eighth Edition,core
220350,Rod of Ruin [Foil],uncommon,[],Eighth Edition,core
220351,Helm of the Host,rare,[],Dominaria,expansion
220352,Helm of the Host [Foil],rare,[],Dominaria,expansion
220353,Brainstorm,common,[],Fifth Edition,core
220354,"Hixus, Prison Warden [Promo] [Foil]",rare,[],Magic Origins Promos,promo
220355,Colos Yearling,common,[],Urza's Destiny,expansion
220356,Colos Yearling [Foil],common,[],Urza's Destiny,expansion
220357,Damnable Pact,rare,[],Commander 2021,commander
220358,"Gideon, Ally of Zendikar",mythic,[],The List,masters
220359,Faithless Looting,common,[],Commander 2021,commander
220360,Rainbow Efreet,rare,[],Visions,expansion
220361,Bursting Beebles,common,[],Unhinged,funny
220362,Bursting Beebles [Foil],common,[],Unhinged,funny
220364,Hanweir Battlements,rare,[],Eldritch Moon,expansion
220365,Hanweir Battlements [Foil],rare,[],Eldritch Moon,expansion
220366,Sheltering Ancient [Foil],uncommon,[],Mystery Booster Retail Edition Foils,masters
220367,Mob Rule,rare,[],Fate Reforged,expansion
220368,Mob Rule [Foil],rare,[],Fate Reforged,expansion
220369,Stromgald Cabal,rare,[],Classic Sixth Edition,core
220370,Chromatic Star,common,[],Time Spiral,expansion
220371,Chromatic Star [Foil],common,[],Time Spiral,expansion
220372,"Vitu-Ghazi, the City-Tree",uncommon,[],Archenemy,archenemy
220373,Uncanny Speed,common,[],Avacyn Restored,expansion
220374,Uncanny Speed [Foil],common,[],Avacyn Restored,expansion
220375,Plains [Full Art],common,[],Unhinged,funny
220376,Plains [Full Art] [Foil],common,[],Unhinged,funny
220377,Dress Down [Showcase],rare,[],Modern Horizons 2,draft_innovation
220378,Dress Down [Showcase] [Foil],rare,[],Modern Horizons 2,draft_innovation
220379,Sudden Impact,uncommon,[],Tempest,expansion
220380,Bounteous Kirin,rare,[],Saviors of Kamigawa,expansion
220381,Bounteous Kirin [Foil],rare,[],Saviors of Kamigawa,expansion
220382,Cancel,common,[],Planechase 2012,planechase
220383,Tel-Jilad Outrider,common,[],Darksteel,expansion
220384,Tel-Jilad Outrider [Foil],common,[],Darksteel,expansion
220385,Thran Golem,uncommon,[],Planechase Anthology,planechase
220386,Thirst for Knowledge,uncommon,[],Commander Legends,draft_innovation
220387,Thirst for Knowledge [Foil],uncommon,[],Commander Legends,draft_innovation
220388,Urborg Elf,common,[],Apocalypse,expansion
220389,Urborg Elf [Foil],common,[],Apocalypse,expansion
220390,Skullmead Cauldron,uncommon,[],Dissension,expansion
220391,Skullmead Cauldron [Foil],uncommon,[],Dissension,expansion
220392,Brown Ouphe,uncommon,[],Mirrodin,expansion
220393,Brown Ouphe [Foil],uncommon,[],Mirrodin,expansion
220394,Bloodthrone Vampire,common,[],Modern Masters 2015,masters
220395,Bloodthrone Vampire [Foil],common,[],Modern Masters 2015,masters
220396,Shield Dancer,uncommon,[],Prophecy,expansion
220397,Shield Dancer [Foil],uncommon,[],Prophecy,expansion
220398,White Ward,uncommon,[],Summer Magic / Edgar,core
220399,Evolving Wilds,common,[],Commander 2017,commander
220400,Mountain,common,[],Duel Decks Anthology: Jace vs. Chandra,duel_deck
220401,Druid's Familiar,uncommon,[],Avacyn Restored,expansion
220402,Druid's Familiar [Foil],uncommon,[],Avacyn Restored,expansion
220403,Grinning Totem,special,[],Time Spiral Timeshifted,expansion
220404,Grinning Totem [Foil],special,[],Time Spiral Timeshifted,expansion
220405,Imprisoned in the Moon,rare,[],Forgotten Realms Commander,commander
220406,Imprisoned in the Moon [Foil],rare,[],Forgotten Realms Commander,commander
220407,Mountain,common,[],Duel Decks: Venser vs. Koth,duel_deck
220408,Ironroot Treefolk,common,[],Limited Edition Beta,core
220409,Melt Terrain,common,[],Scars of Mirrodin,expansion
220410,Melt Terrain [Foil],common,[],Scars of Mirrodin,expansion
220411,Stoke the Flames,uncommon,[],Magic 2015,core
220412,Stoke the Flames [Foil],uncommon,[],Magic 2015,core
220413,Profane Procession // Tomb of the Dusk Rose,rare,[],Rivals of Ixalan,expansion
220414,Profane Procession // Tomb of the Dusk Rose [Foil],rare,[],Rivals of Ixalan,expansion
220415,Sanctum Prelate,mythic,[],Conspiracy: Take the Crown,draft_innovation
220416,Sanctum Prelate [Foil],mythic,[],Conspiracy: Take the Crown,draft_innovation
220417,"Kianne, Dean of Substance // Imbraham, Dean of Theory [Extended Art]",rare,[],Strixhaven: School of Mages,expansion
220418,"Kianne, Dean of Substance // Imbraham, Dean of Theory [Extended Art] [Foil]",rare,[],Strixhaven: School of Mages,expansion
220419,Memorial to Genius,uncommon,[],Commander 2021,commander
220420,Verdant Force,rare,[],Dominaria,expansion
220421,Verdant Force [Foil],rare,[],Dominaria,expansion
220422,Wayward Swordtooth [Promo],rare,[],Rivals of Ixalan Promos,promo
220423,Wayward Swordtooth [Promo] [Foil],rare,[],Rivals of Ixalan Promos,promo
220424,Hatchet Bully,uncommon,[],Eventide,expansion
220425,Hatchet Bully [Foil],uncommon,[],Eventide,expansion
220426,Torchling,rare,[],Planar Chaos,expansion
220427,Torchling [Foil],rare,[],Planar Chaos,expansion
220428,Sanctum Gargoyle,common,[],Shards of Alara,expansion
220429,Sanctum Gargoyle [Foil],common,[],Shards of Alara,expansion
220430,Millstone,rare,[],Seventh Edition,core
220431,Millstone [Foil],rare,[],Seventh Edition,core
220432,Ruthless Cullblade,common,[],Worldwake,expansion
220433,Ruthless Cullblade [Foil],common,[],Worldwake,expansion
220434,Rootwater Commando,common,[],Tenth Edition,core
220435,Shark Typhoon,rare,[],Ikoria: Lair of Behemoths,expansion
220436,Shark Typhoon [Foil],rare,[],Ikoria: Lair of Behemoths,expansion
220437,Disenchant,common,[],Urza's Saga,expansion
220438,Messenger Jays,common,[],Mystery Booster,masters
220439,Dragon Roost,rare,[],Tenth Edition,core
220440,Knighthood,uncommon,[],Seventh Edition,core
220441,Knighthood [Foil],uncommon,[],Seventh Edition,core
220442,Pillaging Horde,rare,[],Portal,starter
220443,Spire Patrol,uncommon,[],Aether Revolt,expansion
220444,Spire Patrol [Foil],uncommon,[],Aether Revolt,expansion
220445,Plains,common,[],Anthologies,box
220446,Karmic Guide,rare,[],Eternal Masters,masters
220447,Karmic Guide [Foil],rare,[],Eternal Masters,masters
220449,Regeneration,common,[],Ice Age,expansion
220450,Burnt Offering,common,[],Ice Age,expansion
220451,Birthing Boughs,uncommon,[],The List,masters
220452,Birthing Boughs [Foil],uncommon,[],The List,masters
220453,Altar's Reap,common,[],Commander Anthology,commander
220454,Battalion Foot Soldier,common,[],Core Set 2020,core
220455,Battalion Foot Soldier [Foil],common,[],Core Set 2020,core
220456,Witch Hunt,rare,[],Commander 2013,commander
220457,Wall of Blossoms,uncommon,[],Commander Anthology,commander
220458,Earthquake,rare,[],Unlimited Edition,core
220459,Rings of Brighthearth [Extended Art],rare,[],Commander Legends,draft_innovation
220460,Rings of Brighthearth [Extended Art] [Foil],rare,[],Commander Legends,draft_innovation
220461,Orcish Veteran,common,[],Fallen Empires,expansion
220462,Angel of Salvation,rare,[],Duel Decks: Elspeth vs. Tezzeret,duel_deck
220463,Stone Haven Medic,common,[],Mystery Booster,masters
220464,Nightmare Void,uncommon,[],Duel Decks: Izzet vs. Golgari,duel_deck
220465,Royal Trooper,uncommon,[],Starter 1999,starter
220466,Spidery Grasp,common,[],Game Night 2019,box
220467,Sacred Excavation,uncommon,[],Amonkhet,expansion
220468,Sacred Excavation [Foil],uncommon,[],Amonkhet,expansion
220469,Dead-Iron Sledge,uncommon,[],Mirrodin,expansion
220470,Dead-Iron Sledge [Foil],uncommon,[],Mirrodin,expansion
220471,Nullstone Gargoyle,rare,[],Ravnica: City of Guilds,expansion
220472,Nullstone Gargoyle [Foil],rare,[],Ravnica: City of Guilds,expansion
220473,Necrogenesis,uncommon,[],Shards of Alara,expansion
220474,Necrogenesis [Foil],uncommon,[],Shards of Alara,expansion
220475,Battlefield Forge,rare,[],Magic 2015,core
220476,Battlefield Forge [Foil],rare,[],Magic 2015,core
220477,Fireball,uncommon,[],Magic 2010,core
220478,Fireball [Foil],uncommon,[],Magic 2010,core
220479,Angel,common,[],Iconic Masters Tokens,token
220480,Reprocess,rare,[],Seventh Edition,core
220481,Reprocess [Foil],rare,[],Seventh Edition,core
220482,Roc Egg,uncommon,[],Magic 2011,core
220483,Roc Egg [Foil],uncommon,[],Magic 2011,core
220484,Brightclimb Pathway // Grimclimb Pathway [Foil],rare,[],Secret Lair: Ultimate Edition,box
220485,Hyena Pack,common,[],Mystery Booster,masters
220486,Zur the Enchanter [Promo] [Foil],rare,[],Judge Gift Cards 2016,promo
220487,Pierce Strider,common,[],Battlebond,draft_innovation
220488,Pierce Strider [Foil],common,[],Battlebond,draft_innovation
220489,Vulshok Berserker,common,[],Duel Decks: Venser vs. Koth,duel_deck
220490,Orzhov Guildgate,common,[],Commander 2013,commander
220491,Glimpse of Nature,rare,[],Champions of Kamigawa,expansion
220492,Glimpse of Nature [Foil],rare,[],Champions of Kamigawa,expansion
220493,Elfhame Palace,uncommon,[],Commander 2017,commander
220494,Feeding Grounds,common,[],Planechase Anthology Planes,planechase
220495,Remorseless Punishment,rare,[],Oath of the Gatewatch,expansion
220496,Remorseless Punishment [Foil],rare,[],Oath of the Gatewatch,expansion
